tissue	sample_type	tpm
LUAD	normal	4.1053
LUAD	normal	2.9893
LUAD	normal	4.0153
LUAD	normal	3.5694
LUAD	normal	3.8136
LUAD	normal	3.3689
LUAD	normal	4.0985
LUAD	normal	3.907
LUAD	normal	4.404
LUAD	normal	3.7149
LUAD	normal	3.9022
LUAD	normal	3.4251
LUAD	normal	4.1261
LUAD	normal	3.2297
LUAD	normal	3.1112
LUAD	normal	4.235
LUAD	normal	4.6577
LUAD	normal	3.6428
LUAD	normal	4.0782
LUAD	normal	2.6602
LUAD	normal	4.01
LUAD	normal	2.7679
LUAD	normal	3.9204
LUAD	normal	3.0252
LUAD	normal	4.3793
LUAD	normal	3.7992
LUAD	normal	3.0533
LUAD	normal	3.3842
LUAD	normal	3.2929
LUAD	normal	2.9356
LUAD	normal	2.1247
LUAD	normal	4.0705
LUAD	normal	4.1252
LUAD	normal	3.9663
LUAD	normal	3.623
LUAD	normal	3.7678
LUAD	normal	3.1294
LUAD	normal	4.166
LUAD	normal	2.8402
LUAD	normal	3.1062
LUAD	normal	3.5935
LUAD	normal	3.1987
LUAD	normal	3.4569
LUAD	normal	2.7951
LUAD	normal	3.4622
LUAD	normal	3.7646
LUAD	normal	5.0392
LUAD	normal	3.4034
LUAD	normal	2.4035
LUAD	normal	3.5947
LUAD	normal	4.3848
LUAD	normal	3.8857
LUAD	normal	4.3793
LUAD	normal	3.9012
LUAD	normal	3.7475
LUAD	normal	4.2631
LUAD	normal	4.5826
LUAD	normal	2.7615
LUAD	normal	2.96
LUAD	normal	4.573
LUAD	normal	3.3535
LUAD	normal	4.0994
LUAD	normal	3.9636
LUAD	normal	2.8076
LUAD	normal	4.3342
LUAD	normal	4.6212
LUAD	normal	3.027
LUAD	normal	3.6054
LUAD	normal	2.8955
LUAD	normal	3.7105
LUAD	normal	4.5002
LUAD	normal	2.9875
LUAD	normal	4.287
LUAD	normal	4.0679
LUAD	normal	4.1547
LUAD	normal	2.9356
LUAD	normal	3.6566
LUAD	normal	0.8883
LUAD	normal	4.1417
LUAD	normal	3.7486
LUAD	normal	2.9893
LUAD	normal	3.6737
LUAD	normal	3.6497
LUAD	normal	4.3653
LUAD	normal	3.9232
LUAD	normal	2.6019
LUAD	normal	4.4496
LUAD	normal	3.7867
LUAD	normal	3.9874
LUAD	normal	4.7099
LUAD	normal	4.3548
LUAD	normal	4.4732
LUAD	normal	4.2795
LUAD	normal	4.2691
LUAD	normal	4.7523
LUAD	normal	3.8993
LUAD	normal	4.0471
LUAD	normal	5.1668
LUAD	normal	3.9737
LUAD	normal	4.3992
LUAD	normal	3.8531
LUAD	normal	4.6259
LUAD	normal	2.7336
LUAD	normal	4.5211
LUAD	normal	4.0082
LUAD	normal	4.4582
LUAD	normal	4.1595
LUAD	normal	4.0739
LUAD	normal	4.6154
LUAD	normal	4.6514
LUAD	normal	3.9524
LUAD	normal	3.9617
LUAD	normal	4.0171
LUAD	normal	4.3772
LUAD	normal	3.9746
LUAD	normal	5.0193
LUAD	normal	4.5577
LUAD	normal	4.1466
LUAD	normal	4.5497
LUAD	normal	4.2204
LUAD	normal	3.9561
LUAD	normal	3.4224
LUAD	normal	3.8944
LUAD	normal	3.9223
LUAD	normal	4.1748
LUAD	normal	4.5784
LUAD	normal	2.5876
LUAD	normal	3.4596
LUAD	normal	3.3549
LUAD	normal	4.6253
LUAD	normal	3.8759
LUAD	normal	3.9127
LUAD	normal	3.4371
LUAD	normal	2.1957
LUAD	normal	3.6301
LUAD	normal	4.7345
LUAD	normal	2.7889
LUAD	normal	4.0427
LUAD	normal	3.1829
LUAD	normal	4.1161
LUAD	normal	4.427
LUAD	normal	5.1157
LUAD	normal	3.74
LUAD	normal	4.433
LUAD	normal	4.6212
LUAD	normal	4.3111
LUAD	normal	3.5645
LUAD	normal	5.1206
LUAD	normal	3.1442
LUAD	normal	3.136
LUAD	normal	3.0358
LUAD	normal	-9.9658
LUAD	normal	3.2752
LUAD	normal	3.4384
LUAD	normal	4.4706
LUAD	normal	3.4596
LUAD	normal	3.5706
LUAD	normal	3.4596
LUAD	normal	3.4765
LUAD	normal	2.081
LUAD	normal	3.7248
LUAD	normal	4.1595
LUAD	normal	4.1756
LUAD	normal	4.1318
LUAD	normal	3.8925
LUAD	normal	4.7788
LUAD	normal	3.0376
LUAD	normal	4.0251
LUAD	normal	4.1343
LUAD	normal	3.7291
LUAD	normal	4.0144
LUAD	normal	3.838
LUAD	normal	3.6691
LUAD	normal	3.7017
LUAD	normal	4.4582
LUAD	normal	3.4997
LUAD	normal	3.4609
LUAD	normal	3.5387
LUAD	normal	3.7614
LUAD	normal	3.2236
LUAD	normal	3.0961
LUAD	normal	3.0163
LUAD	normal	3.9318
LUAD	normal	3.5498
LUAD	normal	3.6916
LUAD	normal	4.2111
LUAD	normal	3.1145
LUAD	normal	3.7248
LUAD	normal	4.9194
LUAD	normal	3.9589
LUAD	normal	4.235
LUAD	normal	3.9774
LUAD	normal	3.5621
LUAD	normal	3.2587
LUAD	normal	4.1579
LUAD	normal	3.8581
LUAD	normal	3.8013
LUAD	normal	3.7291
LUAD	normal	2.872
LUAD	normal	4.0037
LUAD	normal	3.38
LUAD	normal	3.2328
LUAD	normal	3.7421
LUAD	normal	4.2041
LUAD	normal	4.2495
LUAD	normal	4.1891
LUAD	normal	3.9031
LUAD	normal	4.01
LUAD	normal	3.6771
LUAD	normal	4.2001
LUAD	normal	3.3938
LUAD	normal	4.4457
LUAD	normal	3.573
LUAD	normal	4.0515
LUAD	normal	3.074
LUAD	normal	4.3597
LUAD	normal	3.0145
LUAD	normal	4.1327
LUAD	normal	3.8177
LUAD	normal	3.9147
LUAD	normal	3.7313
LUAD	normal	4.2134
LUAD	normal	2.4252
LUAD	normal	3.9204
LUAD	normal	3.2856
LUAD	normal	3.9108
LUAD	normal	3.652
LUAD	normal	4.3406
LUAD	normal	3.644
LUAD	normal	3.8218
LUAD	normal	4.3597
LUAD	normal	4.5161
LUAD	normal	4.6177
LUAD	normal	4.2412
LUAD	normal	3.3221
LUAD	normal	4.0994
LUAD	normal	4.5699
LUAD	normal	2.9224
LUAD	normal	3.4713
LUAD	normal	3.2112
LUAD	normal	3.6089
LUAD	normal	3.9468
LUAD	normal	3.5863
LUAD	normal	3.6066
LUAD	normal	3.1327
LUAD	normal	4.1458
LUAD	tumor	5.0282
LUAD	tumor	2.982
LUAD	tumor	4.796
LUAD	tumor	5.7648
LUAD	tumor	4.8973
LUAD	tumor	5.0215
LUAD	tumor	4.3126
LUAD	tumor	3.0671
LUAD	tumor	3.83
LUAD	tumor	4.8915
LUAD	tumor	3.2389
LUAD	tumor	4.9919
LUAD	tumor	6.5333
LUAD	tumor	5.3498
LUAD	tumor	2.7292
LUAD	tumor	4.834
LUAD	tumor	3.9819
LUAD	tumor	4.5066
LUAD	tumor	5.935
LUAD	tumor	5.9807
LUAD	tumor	4.8679
LUAD	tumor	4.3855
LUAD	tumor	5.5537
LUAD	tumor	5.1688
LUAD	tumor	5.445
LUAD	tumor	3.8798
LUAD	tumor	5.8647
LUAD	tumor	3.1145
LUAD	tumor	4.8802
LUAD	tumor	2.9984
LUAD	tumor	3.9012
LUAD	tumor	4.3611
LUAD	tumor	5.2258
LUAD	tumor	5.2529
LUAD	tumor	3.1523
LUAD	tumor	2.9507
LUAD	tumor	4.5638
LUAD	tumor	9.027658
LUAD	normal	3.9865
LUAD	tumor	4.5429
LUAD	normal	3.7909
LUAD	tumor	4.9915
LUAD	normal	4.0867
LUAD	tumor	5.428
LUAD	tumor	2.9984
LUAD	tumor	5.9878
LUAD	tumor	0.688
LUAD	tumor	3.705
LUAD	normal	4.382
LUAD	tumor	5.8931
LUAD	tumor	5.1065
LUAD	tumor	4.4996
LUAD	tumor	5.778
LUAD	normal	4.8973
LUAD	tumor	2.602743
LUAD	tumor	3.6359
LUAD	normal	5.0405
LUAD	tumor	4.4317
LUAD	tumor	4.2025
LUAD	normal	4.9677
LUAD	tumor	3.899271
LUAD	normal	4.0216
LUAD	tumor	4.230969
LUAD	normal	4.6798
LUAD	tumor	4.36812
LUAD	tumor	2.160621
LUAD	normal	4.3999
LUAD	tumor	5.1132
LUAD	normal	4.5129
LUAD	tumor	4.3342
LUAD	normal	4.6988
LUAD	tumor	1.907277
LUAD	tumor	2.824596
LUAD	tumor	4.1772
LUAD	tumor	4.53921
LUAD	tumor	5.5543
LUAD	tumor	5.1355
LUAD	tumor	4.517797
LUAD	normal	4.641
LUAD	normal	4.441
LUAD	tumor	4.1244
LUAD	normal	3.9561
LUAD	tumor	4.26485
LUAD	normal	4.7751
LUAD	tumor	3.897327
LUAD	normal	3.8729
LUAD	tumor	5.383
LUAD	normal	4.5454
LUAD	tumor	5.5696
LUAD	tumor	4.143029
LUAD	tumor	5.2457
LUAD	normal	4.3827
LUAD	tumor	4.8812
LUAD	normal	4.6317
LUAD	tumor	5.2987
LUAD	normal	4.4726
LUAD	tumor	5.61
LUAD	tumor	5.0224
LUAD	tumor	3.5694
LUAD	tumor	4.1384
LUAD	tumor	3.9883
LUAD	tumor	5.7167
LUAD	tumor	5.4159
LUAD	tumor	4.835
LUAD	tumor	5.5233
LUAD	tumor	4.6697
LUAD	tumor	2.6255
LUAD	tumor	4.5742
LUAD	tumor	4.6282
LUAD	tumor	4.4881
LUAD	tumor	5.6297
LUAD	tumor	4.3862
LUAD	tumor	4.63
LUAD	tumor	5.2281
LUAD	tumor	4.3814
LUAD	tumor	4.7181
LUAD	tumor	5.3858
LUAD	tumor	3.1129
LUAD	tumor	3.4856
LUAD	normal	3.5669
LUAD	tumor	5.218
LUAD	tumor	5.0488
LUAD	tumor	4.7735
LUAD	tumor	3.1112
LUAD	tumor	4.7877
LUAD	tumor	4.1053
LUAD	tumor	4.352
LUAD	normal	3.8788
LUAD	tumor	6.0128
LUAD	tumor	5.8692
LUAD	normal	4.5705
LUAD	tumor	5.3463
LUAD	normal	4.4417
LUAD	tumor	4.7991
LUAD	normal	4.4027
LUAD	tumor	5.5295
LUAD	normal	3.6838
LUAD	tumor	5.7063
LUAD	normal	4.7022
LUAD	tumor	3.5935
LUAD	tumor	5.605
LUAD	tumor	4.2165
LUAD	tumor	4.6095
LUAD	tumor	4.0541
LUAD	tumor	4.1883
LUAD	tumor	4.1962
LUAD	tumor	5.3227
LUAD	tumor	5.1583
LUAD	tumor	5.1571
LUAD	tumor	4.0994
LUAD	tumor	4.3399
LUAD	tumor	5.7512
LUAD	tumor	3.9487
LUAD	tumor	3.6827
LUAD	tumor	3.8551
LUAD	tumor	5.2005
LUAD	tumor	4.9496
LUAD	tumor	3.6195
LUAD	tumor	3.5009
LUAD	tumor	4.6583
LUAD	tumor	4.8968
LUAD	normal	4.2766
LUAD	tumor	4.3198
LUAD	normal	4.2274
LUAD	tumor	5.5506
LUAD	normal	4.5717
LUAD	tumor	5.2958
LUAD	normal	4.3541
LUAD	tumor	6.212
LUAD	normal	4.7746
LUAD	tumor	5.2521
LUAD	normal	4.8515
LUAD	tumor	4.9407
LUAD	normal	4.5148
LUAD	tumor	4.0419
LUAD	tumor	5.4213
LUAD	tumor	3.5022
LUAD	tumor	2.7763
LUAD	tumor	3.1409
LUAD	tumor	3.3828
LUAD	tumor	5.2258
LUAD	tumor	3.7061
LUAD	tumor	4.6101
LUAD	tumor	5.6921
LUAD	normal	4.5072
LUAD	tumor	5.5979
LUAD	tumor	5.3252
LUAD	tumor	5.4162
LUAD	tumor	4.9275
LUAD	tumor	4.554
LUAD	tumor	4.9346
LUAD	tumor	2.5924
LUAD	tumor	5.3608
LUAD	tumor	4.6537
LUAD	tumor	5.5002
LUAD	tumor	4.8827
LUAD	tumor	3.1426
LUAD	tumor	4.8304
LUAD	tumor	4.6159
LUAD	tumor	3.1669
LUAD	tumor	5.1322
LUAD	tumor	5.4125
LUAD	tumor	3.869
LUAD	tumor	4.0055
LUAD	normal	4.5748
LUAD	tumor	4.9828
LUAD	normal	4.8095
LUAD	tumor	5.0492
LUAD	normal	4.3702
LUAD	tumor	5.1926
LUAD	normal	4.4263
LUAD	tumor	4.6691
LUAD	normal	4.518
LUAD	tumor	4.215
LUAD	normal	4.6787
LUAD	tumor	4.5034
LUAD	normal	4.245
LUAD	tumor	4.8161
LUAD	normal	4.701
LUAD	tumor	3.8905
LUAD	normal	4.6882
LUAD	tumor	4.9649
LUAD	normal	4.7404
LUAD	tumor	4.5429
LUAD	normal	4.8012
LUAD	tumor	5.8827
LUAD	normal	4.4887
LUAD	tumor	4.6451
LUAD	normal	4.38
LUAD	tumor	5.0816
LUAD	normal	4.5028
LUAD	tumor	6.0947
LUAD	normal	4.6065
LUAD	tumor	4.5034
LUAD	tumor	5.1098
LUAD	tumor	5.2411
LUAD	tumor	5.9521
LUAD	tumor	5.1014
LUAD	tumor	5.9021
LUAD	tumor	5.2548
LUAD	tumor	4.5491
LUAD	tumor	3.325
LUAD	tumor	4.9141
LUAD	tumor	5.3765
LUAD	tumor	3.9041
LUAD	tumor	3.9204
LUAD	tumor	4.5982
LUAD	tumor	5.1351
LUAD	tumor	5.4822
LUAD	tumor	5.3016
LUAD	tumor	5.7578
LUAD	tumor	4.5723
LUAD	tumor	4.6462
LUAD	tumor	3.773
LUAD	tumor	3.8857
LUAD	tumor	5.7498
LUAD	tumor	5.8372
LUAD	tumor	3.6994
LUAD	tumor	6.1542
LUAD	tumor	4.7767
LUAD	tumor	5.8851
LUAD	tumor	4.1078
LUAD	tumor	4.3278
LUAD	tumor	2.4008
LUAD	tumor	3.8085
LUAD	tumor	5.1367
LUAD	tumor	5.2616
LUAD	tumor	3.6277
LUAD	tumor	4.9137
LUAD	tumor	5.2529
LUAD	tumor	4.84
LUAD	tumor	4.9346
LUAD	tumor	4.9668
LUAD	tumor	5.2184
LUAD	tumor	3.7335
LUAD	tumor	4.8131
LUAD	tumor	4.2773
LUAD	tumor	3.7898
LUAD	tumor	5.425
LUAD	tumor	3.8621
LUAD	tumor	3.8002
LUAD	tumor	4.8017
LUAD	tumor	4.7005
LUAD	tumor	4.0705
LUAD	tumor	5.5323
LUAD	tumor	5.0514
LUAD	tumor	2.9375
LUAD	tumor	4.4784
LUAD	tumor	5.1375
LUAD	tumor	4.7624
LUAD	tumor	5.3104
LUAD	tumor	4.9379
LUAD	tumor	4.5553
LUAD	tumor	2.7007
LUAD	tumor	5.1119
LUAD	tumor	4.5167
LUAD	tumor	4.8778
LUAD	tumor	5.5069
LUAD	tumor	6.0199
LUAD	tumor	5.7911
LUAD	tumor	5.3463
LUAD	tumor	5.9496
LUAD	tumor	5.438
LUAD	tumor	2.8701
LUAD	tumor	5.4067
LUAD	tumor	3.1604
LUAD	tumor	5.2273
LUAD	tumor	3.4264
LUAD	tumor	4.6083
LUAD	tumor	2.9032
LUAD	tumor	3.8531
LUAD	tumor	4.9672
LUAD	tumor	5.2623
LUAD	tumor	4.6095
LUAD	tumor	4.7735
LUAD	tumor	3.29
LUAD	tumor	2.2633
LUAD	tumor	4.8525
LUAD	tumor	1.8201
LUAD	tumor	5.4588
LUAD	tumor	4.6972
LUAD	tumor	5.0721
LUAD	tumor	5.0449
LUAD	tumor	5.2928
LUAD	tumor	4.9199
LUAD	tumor	2.8219
LUAD	tumor	3.7039
LUAD	tumor	4.851
LUAD	tumor	3.6612
LUAD	tumor	4.6089
LUAD	tumor	4.8665
LUAD	tumor	3.7699
LUAD	tumor	5.2153
LUAD	tumor	5.407
LUAD	tumor	5.0781
LUAD	tumor	5.605
LUAD	tumor	4.8284
LUAD	tumor	4.6165
LUAD	tumor	4.6809
LUAD	tumor	4.9486
LUAD	tumor	5.0339
LUAD	tumor	3.7529
LUAD	tumor	6.2258
LUAD	tumor	4.6691
LUAD	tumor	4.63
LUAD	tumor	5.5635
LUAD	tumor	4.1539
LUAD	tumor	5.2146
LUAD	tumor	4.8689
LUAD	tumor	2.9167
LUAD	tumor	4.4887
LUAD	tumor	4.6404
LUAD	tumor	2.3451
LUAD	tumor	3.5411
LUAD	tumor	4.5268
LUAD	tumor	5.0427
LUAD	tumor	5.0726
LUAD	tumor	6.5505
LUAD	tumor	5.2806
LUAD	tumor	2.3164
LUAD	tumor	5.0566
LUAD	tumor	4.8079
LUAD	normal	3.83
LUAD	tumor	4.867
LUAD	tumor	5.295
LUAD	tumor	2.9802
LUAD	tumor	3.74
LUAD	tumor	5.288
LUAD	tumor	5.6303
LUAD	tumor	3.9337
LUAD	tumor	4.3299
LUAD	tumor	4.9444
LUAD	tumor	4.3951
LUAD	tumor	4.8944
LUAD	tumor	5.0905
LUAD	tumor	3.0217
LUAD	tumor	2.8622
LUAD	tumor	5.1752
LUAD	tumor	5.4101
LUAD	tumor	4.849
LUAD	tumor	5.3165
LUAD	tumor	4.9598
LUAD	tumor	5.1547
LUAD	tumor	5.846
LUAD	tumor	5.2001
LUAD	tumor	6.0856
LUAD	tumor	3.0944
LUAD	tumor	5.4851
LUAD	tumor	5.3712
LUAD	tumor	4.8978
LUAD	tumor	5.9146
LUAD	tumor	5.964
LUAD	tumor	5.4935
LUAD	tumor	6.5728
LUAD	tumor	5.6916
LUAD	tumor	6.5154
LUAD	tumor	5.3191
LUAD	tumor	6.1231
LUAD	tumor	5.138
LUAD	tumor	5.2976
LUAD	tumor	5.5617
LUAD	tumor	5.2765
LUAD	tumor	5.3184
LUAD	tumor	5.7991
LUAD	tumor	2.9581
LUAD	tumor	5.5059
LUAD	tumor	5.3688
LUAD	tumor	4.9764
LUAD	tumor	4.2781
LUAD	tumor	3.0808
LUAD	tumor	5.2238
LUAD	tumor	4.1954
LUAD	tumor	4.4061
LUAD	tumor	5.5027
LUAD	tumor	3.5863
LUAD	tumor	2.8361
LUAD	tumor	5.2616
LUAD	tumor	4.3177
LUAD	tumor	4.8505
LUAD	tumor	5.468
LUAD	tumor	5.7269
LUAD	tumor	5.3169
LUAD	tumor	3.6669
LUAD	tumor	4.6029
LUAD	tumor	4.041
LUAD	tumor	4.9814
LUAD	tumor	3.9251
LUAD	tumor	5.9006
LUAD	tumor	4.5687
LUAD	tumor	5.4323
LUAD	tumor	5.2732
LUAD	tumor	3.4609
LUAD	tumor	6.5032
LUAD	tumor	5.4699
LUAD	tumor	5.383
LUAD	tumor	4.6634
LUAD	tumor	5.9458
LUAD	tumor	5.2323
LUAD	tumor	5.62
LUAD	tumor	4.9672
LUAD	tumor	5.2958
LUAD	tumor	2.8034
LUAD	tumor	5.1768
LUAD	tumor	4.664
LUAD	tumor	5.0211
LUAD	tumor	4.3499
LUAD	tumor	5.8819
LUAD	tumor	5.6094
LUAD	tumor	4.5675
LUAD	tumor	5.7132
LUAD	tumor	4.8105
LUAD	tumor	4.4881
LUAD	tumor	4.6514
LUAD	tumor	5.5264
LUAD	normal	4.1506
LUAD	tumor	4.096
LUAD	normal	4.2936
LUAD	tumor	5.9545
LUAD	tumor	5.634
LUAD	normal	3.9983
LUAD	tumor	5.8066
LUAD	normal	4.9649
LUAD	tumor	4.1351
LUAD	normal	4.3583
LUAD	tumor	5.899
LUAD	tumor	5.8922
LUAD	normal	4.309
LUAD	tumor	6.6584
LUAD	tumor	5.1268
LUAD	normal	4.2258
LUAD	tumor	5.1708
LUAD	tumor	4.0679
LUAD	tumor	5.0059
LUAD	tumor	6.7765
LUAD	tumor	3.5718
LUAD	tumor	4.0523
LUAD	tumor	5.0888
LUAD	tumor	5.0862
LUAD	tumor	5.1643
LUAD	tumor	5.7743
LUAD	tumor	4.9887
LUAD	tumor	4.6502
LUAD	tumor	4.6165
LUAD	tumor	5.6008
LUAD	tumor	6.4345
LUAD	tumor	6.3468
LUAD	tumor	5.6068
LUAD	tumor	4.943
LUAD	tumor	6.0657
LUAD	tumor	5.4989
LUAD	tumor	4.9127
LUAD	tumor	4.9222
LUAD	tumor	5.5454
LUAD	tumor	4.8842
LUAD	tumor	4.6312
LUAD	tumor	5.3144
LUAD	tumor	5.0679
LUAD	tumor	5.3413
LUAD	tumor	5.4182
LUAD	tumor	5.4443
LUAD	tumor	5.684
LUAD	tumor	4.5994
LUAD	tumor	5.1859
LUAD	tumor	5.753
LUAD	tumor	5.442
LUAD	tumor	5.2223
LUAD	tumor	4.0118
LUAD	tumor	6.3887
LUAD	tumor	5.0317
LUAD	tumor	6.1707
LUAD	tumor	4.2593
LUAD	tumor	4.7613
LUAD	tumor	5.2858
LUAD	tumor	3.8411
LUAD	tumor	5.2902
LUAD	tumor	4.8334
LUAD	tumor	5.7134
LUAD	tumor	4.7893
LUAD	tumor	4.9681
LUAD	tumor	5.3744
LUAD	tumor	4.0322
LUAD	tumor	4.2758
LUAD	tumor	4.656
LUAD	tumor	4.6787
LUAD	tumor	2.828
LUAD	tumor	4.1915
LUAD	tumor	5.4057
LUAD	tumor	5.2694
LUAD	tumor	5.0018
LUAD	tumor	3.9847
LUAD	tumor	5.0233
LUAD	tumor	4.5367
LUAD	tumor	4.4874
LUAD	tumor	4.9127
LUAD	tumor	4.3944
LUAD	tumor	4.225
LUAD	tumor	4.9644
LUAD	tumor	4.5318
LUAD	tumor	5.2638
LUAD	tumor	5.251
LUAD	tumor	5.0713
LUAD	tumor	5.5699
LUAD	tumor	3.4331
LUAD	tumor	4.7597
LUAD	tumor	4.664
LUAD	tumor	4.373
LUAD	tumor	4.3385
LUAD	tumor	4.6628
LUAD	tumor	5.0871
LUAD	tumor	3.034
LUAD	tumor	4.162
LUAD	tumor	5.0661
LUAD	tumor	5.7074
LUAD	tumor	5.051
LUAD	tumor	4.6645
LUAD	tumor	4.8871
LUAD	tumor	5.0117
LUAD	tumor	5.0964
LUAD	tumor	5.0501
LUAD	tumor	5.0571
LUAD	tumor	5.7858
LUAD	tumor	2.0111
LUAD	tumor	5.3223
LUAD	tumor	5.7706
LUAD	tumor	5.4986
LUAD	tumor	3.4061
LUAD	tumor	5.1631
LUAD	tumor	4.2624
LUAD	tumor	4.6439
LUAD	tumor	5.3709
LUAD	tumor	3.2466
LUAD	tumor	4.4196
LUSC	normal	4.0748
LUSC	normal	3.4504
LUSC	normal	2.8542
LUSC	normal	3.3407
LUSC	normal	3.9561
LUSC	normal	3.0234
LUSC	normal	4.0713
LUSC	normal	4.3456
LUSC	normal	3.3619
LUSC	normal	2.4908
LUSC	normal	2.8219
LUSC	normal	4.7323
LUSC	normal	3.867
LUSC	normal	3.6289
LUSC	normal	4.6165
LUSC	normal	3.9552
LUSC	normal	3.3731
LUSC	normal	2.8158
LUSC	normal	2.7679
LUSC	normal	2.7742
LUSC	normal	3.492
LUSC	normal	4.1136
LUSC	normal	3.7259
LUSC	normal	3.906
LUSC	normal	2.1476
LUSC	normal	2.5876
LUSC	normal	3.4437
LUSC	normal	4.5958
LUSC	normal	3.2929
LUSC	normal	2.7117
LUSC	normal	2.3193
LUSC	normal	4.0064
LUSC	normal	4.0046
LUSC	normal	3.8501
LUSC	normal	4.4823
LUSC	normal	2.6738
LUSC	normal	3.3869
LUSC	normal	4.3765
LUSC	normal	3.6254
LUSC	normal	4.1828
LUSC	normal	4.0392
LUSC	normal	4.0952
LUSC	normal	4.1053
LUSC	normal	2.9893
LUSC	normal	4.0153
LUSC	normal	3.5694
LUSC	normal	3.8136
LUSC	normal	3.3689
LUSC	normal	4.0985
LUSC	normal	3.907
LUSC	normal	4.404
LUSC	normal	3.7149
LUSC	normal	3.9022
LUSC	normal	3.4251
LUSC	normal	4.1261
LUSC	normal	3.2297
LUSC	normal	3.1112
LUSC	normal	4.235
LUSC	normal	4.6577
LUSC	normal	3.6428
LUSC	normal	4.0782
LUSC	normal	2.6602
LUSC	normal	4.01
LUSC	normal	2.7679
LUSC	normal	3.9204
LUSC	normal	3.0252
LUSC	normal	4.3793
LUSC	normal	3.7992
LUSC	normal	3.0533
LUSC	normal	3.3842
LUSC	normal	3.2929
LUSC	normal	2.9356
LUSC	normal	2.1247
LUSC	normal	4.0705
LUSC	normal	4.1252
LUSC	normal	3.9663
LUSC	normal	3.623
LUSC	normal	3.7678
LUSC	normal	3.1294
LUSC	normal	4.166
LUSC	normal	2.8402
LUSC	normal	3.1062
LUSC	normal	3.5935
LUSC	normal	3.1987
LUSC	normal	3.4569
LUSC	normal	2.7951
LUSC	normal	3.4622
LUSC	normal	3.7646
LUSC	normal	5.0392
LUSC	normal	3.4034
LUSC	normal	2.4035
LUSC	normal	3.5947
LUSC	normal	4.3848
LUSC	normal	3.8857
LUSC	normal	4.3793
LUSC	normal	3.9012
LUSC	normal	3.7475
LUSC	normal	4.2631
LUSC	normal	4.5826
LUSC	normal	2.7615
LUSC	normal	2.96
LUSC	normal	4.573
LUSC	normal	3.3535
LUSC	normal	4.0994
LUSC	normal	3.9636
LUSC	normal	2.8076
LUSC	normal	4.3342
LUSC	normal	4.6212
LUSC	normal	3.027
LUSC	normal	3.6054
LUSC	normal	2.8955
LUSC	normal	3.7105
LUSC	normal	4.5002
LUSC	normal	2.9875
LUSC	normal	4.287
LUSC	normal	4.0679
LUSC	normal	4.1547
LUSC	normal	2.9356
LUSC	normal	3.6566
LUSC	normal	0.8883
LUSC	normal	4.1417
LUSC	normal	3.7486
LUSC	normal	2.9893
LUSC	normal	3.6737
LUSC	normal	3.6497
LUSC	normal	4.3653
LUSC	normal	3.9232
LUSC	normal	2.6019
LUSC	normal	4.4496
LUSC	normal	3.7867
LUSC	normal	3.9874
LUSC	normal	4.7099
LUSC	normal	4.3548
LUSC	normal	4.4732
LUSC	normal	4.2795
LUSC	normal	4.2691
LUSC	normal	4.7523
LUSC	normal	3.8993
LUSC	normal	4.0471
LUSC	normal	5.1668
LUSC	normal	3.9737
LUSC	normal	4.3992
LUSC	normal	3.8531
LUSC	normal	4.6259
LUSC	normal	2.7336
LUSC	normal	4.5211
LUSC	normal	4.0082
LUSC	normal	4.4582
LUSC	normal	4.1595
LUSC	normal	4.0739
LUSC	normal	4.6154
LUSC	normal	4.6514
LUSC	normal	3.9524
LUSC	normal	3.9617
LUSC	normal	4.0171
LUSC	normal	4.3772
LUSC	normal	3.9746
LUSC	normal	5.0193
LUSC	normal	4.5577
LUSC	normal	4.1466
LUSC	normal	4.5497
LUSC	normal	4.2204
LUSC	normal	3.9561
LUSC	normal	3.4224
LUSC	normal	3.8944
LUSC	normal	3.9223
LUSC	normal	4.1748
LUSC	normal	4.5784
LUSC	normal	2.5876
LUSC	normal	3.4596
LUSC	normal	3.3549
LUSC	normal	4.6253
LUSC	normal	3.8759
LUSC	normal	3.9127
LUSC	normal	3.4371
LUSC	normal	2.1957
LUSC	normal	3.6301
LUSC	normal	4.7345
LUSC	normal	2.7889
LUSC	normal	4.0427
LUSC	normal	3.1829
LUSC	normal	4.1161
LUSC	normal	4.427
LUSC	normal	5.1157
LUSC	normal	3.74
LUSC	normal	4.433
LUSC	normal	4.6212
LUSC	normal	4.3111
LUSC	normal	3.5645
LUSC	normal	5.1206
LUSC	normal	3.1442
LUSC	normal	3.136
LUSC	normal	3.0358
LUSC	normal	-9.9658
LUSC	normal	3.2752
LUSC	normal	3.4384
LUSC	normal	4.4706
LUSC	normal	3.4596
LUSC	normal	3.5706
LUSC	normal	3.4596
LUSC	normal	3.4765
LUSC	normal	2.081
LUSC	normal	3.7248
LUSC	normal	4.1595
LUSC	normal	4.1756
LUSC	normal	4.1318
LUSC	normal	3.8925
LUSC	normal	4.7788
LUSC	normal	3.0376
LUSC	normal	4.0251
LUSC	normal	4.1343
LUSC	normal	3.7291
LUSC	normal	4.0144
LUSC	normal	3.838
LUSC	normal	3.6691
LUSC	normal	3.7017
LUSC	normal	4.4582
LUSC	normal	3.4997
LUSC	normal	3.4609
LUSC	normal	3.5387
LUSC	normal	3.7614
LUSC	normal	3.2236
LUSC	normal	3.0961
LUSC	normal	3.0163
LUSC	normal	3.9318
LUSC	normal	3.5498
